|rknn|,knn,rknn
10,"[(0.9999889232722126, 9406), (0.9999838347861115, 8501), (0.9999203608754255, 9454), (0.9999196739101024, 3314), (0.9999109029852088, 10), (0.9998764321575094, 6327), (0.9998753467410424, 621), (0.9998656591242079, 460), (0.9998454641829333, 9742), (0.9998342437001838, 1829)]","[10, 288, 460, 621, 3314, 6327, 8501, 9406, 9454, 9742]"
9,"[(0.9999891915088768, 3597), (0.9999844257459733, 4697), (0.9999788396083917, 5032), (0.9999758267285901, 5002), (0.9999652918383567, 3883), (0.999959358002469, 6277), (0.9999531692708474, 9342), (0.9999422991141402, 8284), (0.9999409795109943, 2581), (0.9999362313897359, 6585)]","[3451, 3597, 3883, 4080, 4697, 5002, 5032, 6277, 9342]"
6,"[(0.99989813708832, 2782), (0.9998737374022539, 7395), (0.9998179192045646, 5561), (0.9997994137532017, 4876), (0.9997748404686689, 9100), (0.9997211576727834, 4053), (0.999648012013751, 5171), (0.9996403383996673, 8259), (0.9996382479574687, 8616), (0.9996345518184002, 6830)]","[2782, 4876, 5561, 7395, 8259, 9100]"
13,"[(0.9999757487258168, 6442), (0.9999702524119558, 8642), (0.9999682404262035, 5266), (0.9999415953202827, 8487), (0.9999292271852265, 5818), (0.9998764293727362, 1540), (0.9998764028857897, 6560), (0.9998595992245267, 2417), (0.9998298175746586, 8758), (0.9998139604515249, 8863)]","[1540, 2417, 3981, 5266, 5818, 6442, 6560, 7720, 8487, 8506, 8642, 8758, 8863]"
12,"[(0.9999907104439271, 8208), (0.9999882356630589, 8574), (0.9997055301077005, 7389), (0.9995490818248061, 9015), (0.9994127364211088, 1999), (0.999239702835024, 5045), (0.9989123578364294, 4970), (0.9988828314202974, 4436), (0.9988380745763702, 898), (0.9987116497899642, 1535)]","[898, 1507, 1999, 3907, 4436, 4970, 5045, 7389, 8208, 8574, 8768, 9015]"
10,"[(0.9999961999853634, 18), (0.9999875812154075, 5419), (0.9999743587141466, 6056), (0.9999650342139161, 6092), (0.9999625923835233, 1481), (0.9999567319058916, 4048), (0.9998872480364748, 9607), (0.9998571446677739, 8609), (0.999849190971542, 8657), (0.9998348773003638, 8503)]","[18, 1481, 3143, 4048, 4478, 5419, 6056, 6092, 8503, 8657]"
10,"[(0.9999784852016741, 3585), (0.9999754954513229, 5571), (0.9999705253604283, 1639), (0.9999595515674599, 2550), (0.9999240968360439, 5221), (0.9999062558031246, 2958), (0.9998789981097677, 6936), (0.9998748769341209, 6647), (0.9998636504797204, 1232), (0.999854531534953, 6654)]","[1232, 1639, 2550, 3585, 3888, 5221, 5571, 6647, 6936, 9869]"
12,"[(0.9999926224159978, 4499), (0.9999852744882776, 3217), (0.9999782284184892, 7851), (0.9999772654809682, 177), (0.9999741507410317, 1836), (0.9999672984136432, 3798), (0.9999453051408349, 3606), (0.9999424485995166, 3264), (0.9999028490648296, 343), (0.9998944207652474, 7451)]","[177, 1836, 3217, 3264, 3606, 3798, 4499, 5830, 7451, 7851, 8895, 9825]"
8,"[(0.9997795399102627, 3695), (0.9995372791353656, 3097), (0.999475409740488, 4355), (0.9993103961489638, 6626), (0.9992896241120971, 4239), (0.9992293031343563, 5215), (0.9991315305060184, 3165), (0.9990027364674564, 2410), (0.9989933483106703, 6928), (0.9989563454210307, 4602)]","[1191, 3097, 3695, 4355, 5215, 6320, 7534, 7987]"
10,"[(0.9994843422492662, 3213), (0.9992575382151937, 1181), (0.9986641712276458, 6948), (0.9979221019139536, 513), (0.9975121029845556, 1136), (0.9954577106797823, 4007), (0.9949449685715157, 9092), (0.9946140550656999, 5309), (0.9942441998363247, 2666), (0.9936524239913815, 5710)]","[513, 547, 1136, 1181, 2666, 3213, 3287, 4007, 6948, 9092]"
14,"[(0.9998643042416939, 8240), (0.9997984921950458, 8999), (0.9996740106419456, 4652), (0.9996470001496152, 5564), (0.999507867312279, 2104), (0.9994763000359228, 9835), (0.9990702063099902, 2076), (0.9990019387158149, 6045), (0.9983285699108537, 3152), (0.9983211253897452, 2809)]","[787, 1024, 2076, 2104, 2809, 3152, 4588, 4652, 5564, 6045, 8011, 8240, 8999, 9835]"
10,"[(0.9999668431183297, 2365), (0.9999532951045048, 7377), (0.9999344796991607, 8541), (0.9999286588610677, 9981), (0.9999063976998173, 2272), (0.9998667268605941, 9162), (0.9998503516144487, 5692), (0.9998478706205773, 3204), (0.9998409173323629, 5187), (0.9998365650320045, 590)]","[590, 2272, 2365, 3204, 5187, 5692, 7377, 8541, 9162, 9981]"
12,"[(0.9999988729037743, 8038), (0.9999755190645716, 5417), (0.9999622721905597, 6532), (0.999945706766395, 204), (0.999941404019061, 4286), (0.9999346366677477, 687), (0.9999334756963347, 7751), (0.9999301633359658, 6186), (0.9999284103384389, 795), (0.9999259693676316, 1283)]","[204, 342, 687, 1283, 3989, 4286, 5417, 5520, 6186, 6532, 8038, 9884]"
12,"[(0.9999924665144819, 431), (0.9999842350380287, 7499), (0.999981064209607, 8732), (0.9999728320083859, 4832), (0.9999714575953969, 9037), (0.9999490341812587, 921), (0.9999418261756032, 6282), (0.9999369646316186, 2143), (0.999936596449879, 7791), (0.9999232717276407, 6272)]","[431, 921, 2143, 4832, 6272, 6282, 7499, 7791, 8196, 8732, 9037, 9556]"
10,"[(0.9995496750342096, 4066), (0.9979068806546866, 4611), (0.9978678278795765, 958), (0.9972904032796616, 7660), (0.9972718684418631, 7532), (0.9969957158451594, 6766), (0.9969717115072352, 4208), (0.9961937871815013, 9283), (0.9955769140814599, 7656), (0.9955514789776344, 2652)]","[473, 958, 2652, 4066, 4611, 5867, 6766, 7532, 7660, 9283]"
10,"[(0.9999360457394415, 9156), (0.999932998984857, 9895), (0.9999202425128431, 2549), (0.9999026621333306, 4403), (0.9998532633988167, 7568), (0.9998514531736945, 5433), (0.9998395219017027, 790), (0.99983482473439, 7300), (0.9998120859644402, 259), (0.9998016057010635, 2531)]","[259, 790, 2549, 4403, 5433, 7300, 7568, 9156, 9348, 9895]"
4,"[(0.999867124861862, 6518), (0.9997258044478491, 5820), (0.9996060122051655, 1743), (0.9993717120391516, 1256), (0.9993385175313648, 8132), (0.999264509243453, 674), (0.9992443711087023, 7250), (0.9991401055097974, 2203), (0.9991318631479373, 9822), (0.9991052697842772, 4061)]","[1743, 5820, 6469, 6518]"
11,"[(0.9999647222298024, 7357), (0.999934577773821, 886), (0.9999234768313915, 3424), (0.9999102774345462, 8155), (0.9998788236153129, 1738), (0.9998774242744609, 1705), (0.9998645032158743, 5718), (0.9998508247807599, 7924), (0.9998481278983756, 3209), (0.9998166648686168, 8997)]","[886, 1705, 1738, 3059, 3209, 3424, 5718, 7357, 7924, 8155, 8997]"
9,"[(0.9999658665931618, 6848), (0.9999510798582881, 9776), (0.999925405355312, 6101), (0.9999243532095756, 8326), (0.9999137929930573, 6599), (0.9998783551655318, 6185), (0.9998765668301888, 9980), (0.999865820440026, 5413), (0.9998421408325064, 4741), (0.9998061507265467, 4488)]","[4741, 5413, 6101, 6185, 6599, 6848, 8326, 9776, 9980]"
12,"[(0.9999736069256814, 1845), (0.9999521261549842, 9227), (0.9999345666930818, 9354), (0.9998890919445471, 7307), (0.999828676477883, 4238), (0.9998226663543938, 4279), (0.9997198873015674, 6339), (0.9996737322821154, 4549), (0.99960444820272, 9837), (0.9994978206249074, 6903)]","[1601, 1845, 4238, 4279, 4549, 6339, 7307, 8467, 8917, 9227, 9354, 9837]"
11,"[(0.9999978589763515, 2963), (0.9999811705693018, 2656), (0.9999585301167774, 3409), (0.9999569834264878, 5475), (0.9998867639728667, 2824), (0.9998157445562709, 3544), (0.9997030979580271, 4892), (0.9996979905780966, 8938), (0.9996752908956434, 7135), (0.9995445709903441, 4060)]","[2656, 2773, 2824, 2963, 3409, 3544, 4060, 4417, 4892, 5475, 8938]"
7,"[(0.9997088495435893, 4671), (0.9994951600604942, 2045), (0.9992619552822817, 5861), (0.9991741721242793, 5155), (0.9988892391243834, 3003), (0.9987275370306546, 4559), (0.9984606176394103, 9753), (0.9982820363756797, 4057), (0.9982688403164982, 3819), (0.9982011028736053, 866)]","[2045, 4057, 4559, 4671, 5155, 5861, 7652]"
8,"[(0.9999766881101826, 5906), (0.9999656083226253, 7446), (0.9999482778296516, 6355), (0.9999478563165742, 9621), (0.9999337269688598, 3390), (0.9998673071731088, 191), (0.9998295239993094, 3841), (0.999727234419713, 3713), (0.9997002586592136, 7317), (0.999694594391122, 2063)]","[191, 3390, 3841, 5906, 6355, 7317, 7446, 9621]"
14,"[(0.9999255962171484, 7552), (0.999859030312423, 6009), (0.9995807786236686, 1789), (0.9995703962124787, 1612), (0.9994451820729293, 6310), (0.9994225863258622, 7624), (0.998908921453412, 9189), (0.9987620438365094, 7363), (0.9985837118784898, 6337), (0.9985799183183689, 3932)]","[1612, 1789, 3932, 4029, 6009, 6310, 6337, 7363, 7552, 7624, 8246, 9166, 9189, 9870]"
11,"[(0.9999939076034696, 2962), (0.9999754214920322, 3522), (0.9999623582272639, 1676), (0.9999583917250444, 1213), (0.9999096673506863, 3840), (0.9999058490622383, 3312), (0.9999033139013773, 5239), (0.9998773126527014, 47), (0.9998500531401673, 5297), (0.9998098792328008, 9106)]","[47, 1213, 1332, 1676, 2962, 3312, 3522, 3840, 5239, 5297, 6156]"
12,"[(0.9999974402188447, 9603), (0.999986331441342, 1239), (0.9999779985539653, 4583), (0.9999494255322996, 8427), (0.9999266104871015, 5423), (0.9998850548806261, 8268), (0.9998751375094347, 7036), (0.9998627230410302, 4012), (0.9998570208205707, 4397), (0.9998553828998556, 4412)]","[1239, 1363, 4012, 4397, 4412, 4583, 5423, 6097, 7036, 8268, 8427, 9603]"
9,"[(0.9999802125003319, 5220), (0.9999797300633362, 4433), (0.9999685251342959, 2580), (0.9999128812806608, 1694), (0.9999103708703674, 8728), (0.9999088521015042, 8335), (0.9998729243089709, 4865), (0.999783461714986, 6697), (0.9997812549255389, 1997), (0.9997783355733478, 7386)]","[1694, 2580, 4433, 5220, 5315, 6697, 7729, 8335, 8728]"
9,"[(0.9999920521309633, 1490), (0.9999845952619705, 8898), (0.999978518214024, 6328), (0.9999588527060657, 2014), (0.9998228081937929, 6296), (0.9998193434458889, 1042), (0.9996837401534694, 643), (0.9996638712717569, 2827), (0.9995497592005246, 7703), (0.9995409237778762, 5706)]","[643, 1042, 1490, 2014, 2827, 6296, 6328, 6942, 8898]"
8,"[(0.9999685577317968, 8554), (0.999957956491881, 9231), (0.9999524064024123, 2399), (0.9999448231626252, 4484), (0.9999431509377896, 1622), (0.9999373450544111, 5153), (0.9999286447086255, 5675), (0.9999219686755844, 7220), (0.9999177074746852, 1244), (0.9999086147444689, 9322)]","[1113, 1622, 1874, 2399, 4484, 7220, 8554, 9231]"
17,"[(0.9999995178324884, 2715), (0.999998673181971, 606), (0.9999588652239676, 8417), (0.999946694105859, 5206), (0.9999343075531284, 3637), (0.9999243214007896, 8323), (0.9999111749977667, 5420), (0.9999043129317542, 2595), (0.9998802864299239, 2547), (0.9998555534859318, 6227)]","[96, 606, 2547, 2595, 2715, 3637, 4172, 5128, 5206, 5420, 5637, 6227, 6867, 8178, 8201, 8323, 8417]"
12,"[(0.9999823245522936, 6417), (0.9999820668225934, 6887), (0.9999680015216683, 4915), (0.999954020258958, 2693), (0.9999496791922592, 5043), (0.9999466708506907, 1105), (0.9999448082956475, 9163), (0.9999385225653791, 6949), (0.9999289552240259, 9543), (0.9999273864839497, 6047)]","[1105, 2639, 2693, 4915, 5012, 5043, 6047, 6417, 6887, 6949, 9163, 9543]"
9,"[(0.9999954578752512, 5344), (0.9999893728761531, 795), (0.9999862294806419, 5148), (0.9999840209366703, 8413), (0.9999558109905706, 5605), (0.9999523944596369, 3377), (0.9999394995615464, 1448), (0.9999364573534492, 687), (0.9999334777281343, 204), (0.9999217166512832, 4792)]","[687, 795, 1448, 3377, 4792, 5148, 5344, 5605, 8413]"
1,"[(0.9995240170430255, 4404), (0.999356397453424, 2062), (0.9992715412071433, 4717), (0.999258318707264, 4582), (0.9991797350742335, 6558), (0.9991254163987497, 104), (0.9990619351063814, 8466), (0.9989828003234092, 8801), (0.9989606803526435, 4442), (0.9988737415491074, 8524)]",[4404]
11,"[(0.999983847957952, 7646), (0.9999804234816442, 7701), (0.9999676965059547, 9447), (0.9999672043020484, 9592), (0.9999372576457324, 8118), (0.9999296339266518, 2820), (0.9999190524161441, 9607), (0.9999185757080963, 8609), (0.999915216857534, 3275), (0.9999003738837008, 4792)]","[1481, 2820, 3275, 7646, 7701, 8118, 8609, 9447, 9592, 9607, 9788]"
9,"[(0.9999935152012018, 1608), (0.999964220965821, 9146), (0.9999507929908824, 1001), (0.9999375083826372, 2401), (0.9999235882869718, 4322), (0.9999155798401481, 3980), (0.9999129420731234, 9715), (0.9999073012384897, 4890), (0.9999034648336936, 1410), (0.9998924258064934, 2527)]","[1001, 1410, 1608, 2401, 2527, 3980, 4322, 9146, 9715]"
10,"[(0.99997544296439, 1539), (0.99994948240103, 4977), (0.9999414490667095, 2449), (0.9999386496336355, 5233), (0.9999225614280122, 1399), (0.9999043904897593, 9029), (0.9999037021522424, 1783), (0.9998927881056895, 7779), (0.9998507607548449, 7196), (0.9998473528984398, 5497)]","[572, 1399, 1539, 1783, 2449, 4977, 5233, 7196, 7779, 9029]"
9,"[(0.9999737334505985, 904), (0.9999685378144183, 3046), (0.9999591012581822, 216), (0.9999564589938538, 7696), (0.9999528694852543, 2978), (0.9999456873832133, 8070), (0.9999036013086032, 8), (0.9998554847334812, 786), (0.9998516578709141, 5185), (0.9998468877896849, 2187)]","[8, 216, 904, 2978, 3046, 3723, 3906, 7696, 8070]"
6,"[(0.9998082434860044, 7836), (0.9996376231454549, 4795), (0.9992056098023462, 3848), (0.9990342297689961, 3466), (0.9990098704667519, 8656), (0.9984637849076757, 268), (0.9965006963549037, 2575), (0.9962527364392525, 2535), (0.9961755824629976, 207), (0.995700209948262, 5721)]","[268, 3466, 3848, 4795, 7836, 8656]"
11,"[(0.9999008405669216, 2839), (0.9998519389375108, 379), (0.9996975541929871, 6307), (0.9996706084972058, 9455), (0.9996644133065908, 6488), (0.9996482575505949, 6693), (0.9996131315490678, 1443), (0.9994552855118012, 6495), (0.9993990001774553, 6510), (0.9991841449702394, 6265)]","[379, 1443, 1821, 2839, 6307, 6488, 6495, 6510, 6693, 6720, 9455]"
12,"[(0.9999883392372728, 9382), (0.9999879677947371, 6168), (0.9999804126470199, 9461), (0.9999802087499894, 2211), (0.9999261639548221, 4094), (0.9999253559135847, 6541), (0.999922420570587, 5202), (0.9999198873807632, 5871), (0.9999165465817287, 2523), (0.9999130930295023, 5414)]","[1920, 2211, 2523, 4094, 5202, 5414, 5801, 5871, 6168, 6541, 9382, 9461]"
10,"[(0.9999952177700634, 5784), (0.9999834496416649, 5228), (0.9999668723252929, 4380), (0.9999521703821472, 3238), (0.9999344413772149, 9520), (0.9999104590762944, 9901), (0.9998403986279295, 5916), (0.9998391830100812, 3561), (0.9998203949243177, 9975), (0.9997084251016869, 3955)]","[1454, 3238, 3561, 4380, 5228, 5784, 5916, 9520, 9901, 9975]"
9,"[(0.9999924515273547, 6419), (0.9999761549073553, 9442), (0.9999627364342943, 8446), (0.9999403634654324, 7695), (0.9999377930064467, 4222), (0.9999304713884034, 280), (0.999828450128443, 8682), (0.9998230845070372, 6568), (0.9998038382977842, 7750), (0.9997204084168607, 8742)]","[280, 4222, 6419, 6568, 7695, 7750, 8446, 8682, 9442]"
12,"[(0.9999910492319946, 6406), (0.9999472121904215, 1264), (0.9999374304973909, 7001), (0.9999335695775314, 9930), (0.9999332665696546, 4245), (0.9999115120017242, 9600), (0.9998904797258267, 2335), (0.9998673638853218, 1965), (0.9998456519626682, 6761), (0.9998358736901133, 3613)]","[1264, 1965, 2335, 3613, 4245, 6273, 6278, 6406, 6761, 7001, 9600, 9930]"
13,"[(0.9995572072831539, 533), (0.99903718771989, 2389), (0.9988602403718273, 2348), (0.9988543642868549, 8685), (0.9986829465145044, 7267), (0.9985755726580416, 3781), (0.9983222891140237, 5805), (0.9978606292304772, 9769), (0.9978553113105311, 3689), (0.9975262044528597, 4541)]","[533, 1204, 2348, 2389, 3689, 3781, 4541, 5805, 6827, 7149, 7267, 8685, 9769]"
7,"[(0.9999207254049425, 6293), (0.9998283657199774, 2189), (0.9997100120593965, 8837), (0.999686805269413, 9353), (0.9996503677053111, 9756), (0.9996157569691271, 6642), (0.9995877664371571, 4628), (0.9995551213511954, 9042), (0.9995054188497272, 5428), (0.9994414866889926, 9127)]","[2189, 4628, 6293, 6642, 8837, 9353, 9756]"
15,"[(0.9999834749968723, 9081), (0.9999196477933199, 8745), (0.9998801205252947, 6169), (0.999861844601546, 2649), (0.9998399607162787, 4837), (0.9998128235245655, 2368), (0.9997043577590691, 1414), (0.9996973341680323, 5331), (0.9996781050244218, 8013), (0.9996630424969531, 9851)]","[1414, 2368, 2391, 2447, 2649, 4837, 5331, 6169, 6472, 8013, 8745, 9081, 9326, 9430, 9851]"
12,"[(0.999997666782336, 9089), (0.9999949278164294, 3788), (0.9999878877783692, 124), (0.9999816610976728, 7401), (0.9999623699432233, 7332), (0.9999582392147173, 6603), (0.9999535652490118, 8577), (0.9999409205607859, 4458), (0.9999217008987459, 1050), (0.9999196478298659, 6127)]","[124, 495, 3788, 3813, 4458, 6127, 6603, 7332, 7401, 8010, 8577, 9089]"
9,"[(0.9999691487326178, 7369), (0.9999489631697893, 9650), (0.9999441508487769, 8186), (0.9999301595317489, 8075), (0.9999262515830128, 2179), (0.9999205259350661, 2817), (0.9999130623147543, 4041), (0.9998896994894327, 2436), (0.9998519042426284, 398), (0.9998425308920746, 8269)]","[398, 2179, 2436, 2817, 4041, 7369, 8075, 8186, 9650]"
10,"[(0.999988843461599, 8479), (0.9999622711773111, 2277), (0.9999513458829061, 6984), (0.9999368770711629, 4786), (0.9999294427082643, 3786), (0.9999167649359684, 6482), (0.9999146255749889, 4596), (0.999868199766344, 8421), (0.9998617871059368, 6158), (0.9998609776683234, 9005)]","[2277, 3709, 3786, 4327, 4596, 4786, 6482, 6984, 8421, 8479]"
6,"[(0.9999183567430726, 962), (0.9998430292127629, 9705), (0.9998095868674117, 2431), (0.9997864135860896, 3247), (0.9997156559525674, 8043), (0.9996621075744999, 9714), (0.9996250416864373, 9497), (0.999488225821814, 9963), (0.9994831991958568, 5754), (0.9992913368491404, 6926)]","[962, 2431, 3247, 8043, 9497, 9705]"
10,"[(0.9999970311063862, 9383), (0.9999855327096391, 3704), (0.9999540628153356, 8449), (0.9999489628682035, 6666), (0.999938478472553, 2503), (0.9998986719458027, 2260), (0.9998714706918003, 4779), (0.9998703355325074, 7448), (0.9998570765031323, 9910), (0.999816938831508, 9508)]","[2260, 2503, 3704, 4779, 6666, 7448, 8449, 9383, 9508, 9910]"
8,"[(0.9999851947001124, 3989), (0.9999833708677982, 6036), (0.9999798362040195, 4827), (0.9999710569395684, 7172), (0.999940677033064, 5417), (0.9999377590840466, 775), (0.9999356320938271, 6532), (0.9999123887389443, 6186), (0.999851001808911, 687), (0.9998406103453901, 303)]","[775, 3989, 4827, 5417, 6036, 6186, 6532, 7172]"
13,"[(0.9999905133003564, 3420), (0.9999877802720701, 3606), (0.9999846601686161, 432), (0.9999745114127362, 3156), (0.9999711694099508, 3622), (0.9999661823335071, 8125), (0.9999628303203705, 6954), (0.9999452836161968, 177), (0.9999442281552412, 1049), (0.9999295065069913, 9941)]","[177, 298, 432, 1049, 3156, 3420, 3606, 3622, 4499, 5033, 6954, 8125, 9941]"
12,"[(0.9999917906334244, 9319), (0.9999815888503639, 4488), (0.9999600506678077, 679), (0.9999591883019567, 6270), (0.9999312788129683, 3914), (0.9999072047522387, 9695), (0.9999039141690371, 6101), (0.999903830160135, 8326), (0.9998991818110466, 3044), (0.9998871438807457, 6965)]","[679, 3044, 3914, 4488, 4758, 5614, 6101, 6270, 6965, 8326, 9319, 9695]"
12,"[(0.9999631335731815, 8067), (0.9999395581626597, 879), (0.999926826075982, 2630), (0.999921558115442, 7424), (0.9999121151588892, 4487), (0.9998880688383165, 4288), (0.9998860774717745, 50), (0.9998854107562182, 472), (0.9998705905605634, 1465), (0.9998643166692269, 1687)]","[50, 472, 879, 2600, 2630, 4288, 4487, 5512, 7424, 8067, 8615, 8719]"
11,"[(0.9999309492917837, 8296), (0.999915911312035, 7323), (0.9999146068707416, 3873), (0.9999129789793388, 7188), (0.9999019873224119, 4633), (0.9998841113080434, 8781), (0.9998759050810931, 5730), (0.9998538030520153, 6311), (0.9998502552168768, 5086), (0.9998491753812875, 5580)]","[3873, 4633, 5086, 5580, 5730, 6311, 6432, 7188, 7323, 8296, 8781]"
